# in-window irreducibles of odd degree over F_{3^11}
# f = T^n + g monic irreducible, deg g <= floor(n/2).
# carrier F3 means g has F_3 coefficients; since 11 is prime and
# 11 does not divide n, such an f stays irreducible over F_{3^11}.
# g is stored as the base-3 digit string of its coefficient vector
# (low degree first; 11 trits per F_{3^11} coefficient), packed
# into one integer and printed in hex.
# n|carrier|tail_base3_hex|tries|seconds
1155|F3^11|0x163d01de1fc8472864839ac48fd40aae7af99feadb94767d3c4785de610a2f9dd8159483bbe0ef7b3c8f96112af6f57a616a3012e441801befb10d760776e0e1b5ebd0ca6f1ec1b7574f3523a68d766be2af432aae5f59d66ae657f47c111caa3866e0026bc558d992d3d09fd5fde11a33ffdb0cbfd70e0da8f2112fc9c01a7150223255ce502ce4b2818e3a6321ff2550ae3cff3aebff127e3dfefa46e8957f82d41cca953d57af6bcbed8dfa6c937b13bd67a9536983b7bb3babb55be3834a35eec1cf43e2953cce3d12416206c7c2785a614655b60675f678d564e2b1f8b345fa30e6a61e8e53dc8b650b653ac29e41c25887d64e921bf795a92195e62d7344dfb2e42144086928fa53c56572881adc31e487f25597c3983fab60f6b280b1a980928b1daeb4a6b59d657e88fcf0b6a1723cfce8b312c80b118b7c80bce0b8b9ec3f354ce6fb6fe7c11f32d27ba01d552e727f6e92068797ece4cd682ef9ab83918f4f8aa404dc6271bbd9a7684f4228f6095a3e35509baf9937ac4dbcc917e6f6d04e00fb205c6d91d6a73fc7da5dc7b2ce8d058be094ab15a6bc9f3390d0c89bc55c9fe9bbef796b0b9d0268dc7eb3337c92c2ca2e3d404d55d510ede2f6622701a6b28c36b7443ead28dd749917d30c96ee7ca28bc0628067c7cb835045cd814bf14947f0a15fefa444a8d93988b825dc27be2605d1ba429397a2c42e69a0c379deeb60e9c20670c74a6f5803a48b306211f05e644270b555a4db6cd12829a6286b0e04cf1c60bb84b40ff53efb2d408982f659446374ff654f236e440c3d41594763956aa5044b105873b34f66a2aee72d62c0a585c5766bf5f3b236b021dcf3ff74156ccc1680c6d32d0c3ff19fa818738edfb5b2d7e8ff1c18a701533ceae3357c03e6e9b309536074297835580e606c65e234d51db3ec0eb2c2b74a74a6f5ba0552fc9990b0dc61782a6aa4e78d779d17d73119b2cfc739aa5f891fe8becf0e32f4582774b0cb0d489566638dd2f50816cc6849820e9d36bcd7a2fe625f153698a741a953c693972de5a550dea067d7accf8df634073665d0575d742bd0b27e81878abb9514dd3b80b3fb220d417fc89e84e81eaebc1b6f26c4f580004a5bae221a62caaa6b0130328ba5a0435f6e95b69868d75a42ffdf0bb7235f1eeca165644a2764196f41ee51e41319d73e8f49b34d850645b870de93c0fde6cb24f4e999ece0d2768bb8007f1e84b5873cf20f100995f4eb30fc6d67c0cb98688d51c30af8c842f409e98cfb296ac8b7462ffa023a3bfee079647aaffd02808caf3d03ff82b694b28fa0e98e9f29ed8dce69e054bb6c99d19e22d46a899135172e90a36eafabff380771e1eb9dc329e5cf2181c461a20592eb4b55dabf57520a6c740a83ffeb6e7e70f375e0b2bd2361d293e73970f52dc666711ee43c7ac19484ee096566777247efa05e4d66e16978498bd0e4d84dd7b9ed70b27d5c1a79d2ba2e72ec3db676ca5db948c83338048ff56bba8c75cacb794054c726db29c57bb0bdb510bc5260348e8a7dfb75de6c532507bb34f2478e6837387930607735459bc04067d06fe0bda5ab5c8a596792f15698d39b6200024880ae078b959b86dc2d3732c084759708d76fcee0a016bc9533f380ca4e619a16c42f0678bbc5e2cfc7566134ebbf46d8c9bc7e65176e0d31bf27c65a23ebaa7e59f9c4415dd9f608ee72bd1e90bd57dae126af5302a1368b342b97b6ae50eedc00d59fdbed292f347a990472f848d337c553cc|52|258.1
1157|F3|0x20574ac90ca561482d1f237c5f5a9cca2d061264f1fa96fafba2aad98b0a70117b5a4d4d90e5848d6720ead312f023396ca7135c7de89967e2efdc1f18c0db5e13f29bab7b30fc5b901b68d26996c09bfdd8081c30d1de1a1f7817ea69667da0b03a326973dda2a74b3db3ae862474f89df62b|2742|108.8
1159|F3|0x253b8f0612a327439115ade920b12a716257e00ffa1b712d684a907dadc8264c2672d72a76904168c86a11ab840808c3a3eef91947a9df1184aa34464eccbb4c3c6bfbf3dc54a4f120da18bf5e9ef71ad81b04e74a6726db265fab0205499e9ec9360d359708a9f8d0594dc160f2512c4ffad7|358|16.2
1161|F3|0x4342dd22ec2c049c6d728e8ed260220bea538396f0dcb12f4fc0cc9491fc0d44771c21148f48338aff2486bf8dd55cb8cd1990dbe781520b103b94a9251e950ff224f234425bd565842fb0ea9a4538eb5e3698a1530c6c4d32236a2b46dd028efa50c1bec3ad9de000cd6534c0063c1fd6ddc5|2779|109.5
1163|F3|0x7ae5420c7ed9417eddeb12ec50b710abac73473795a2df372b5d51ab96fba3df6d0a48952d44881761b84cedfbf2e8546dad9b6d707faad18e062b601d3f6a8029afc8d4c4d2ddf4332c173581c6d96dd7f2dea6bd8f2ba8f7cc814181f942fa5f3964e377d15504d07a0d06ce53228b78f3f|1137|39.8
1165|F3|0x5cf38ab89111e29cb3cf1abe78d9b7453fd773b1cdcac5780debcac83ebd5e8ba10afd17af8efb3eb6f8bd1ac8e87e0936b5e6ad02a974ebbfaf9298817db4bc8ccd2dfb25e21c31536403588e59ffc8ac35c26ae7e99c3ca9eaf9d3601e99c9ad887b20e55820ccb1a334193cf68f3aac110a5|1403|57.3
1167|F3|0x26b1ac35c0cf3d1cf3a60ed9a88347b2d4b7e374d38740ea4359277b3b8b9aa4f402245e2e64333864a956dad37485bc03e98bf20eb1216180afd1c09f73474a576f56f3208381de61f05d73e6ded05e8e8d4c7a91103fedf32fdd0a2168f06281a167404f3bc6ffd3bdf827386be53ce7340044|571|23.4
1169|F3|0x4a2de09787d38faff5d6dd9c816908a275cef64baa240c4cabc8f9c3fd3541182d612683599e9696439c533a4978b5c9ceceea8d2829fa8203ada06c3ed51d417c27763822bfc0780f1ca03cbd61797450bfd6a51679f2efd0ce67fd920fdbe80463ebbc97add479584175f6ae6593c153da0fef|1317|44.2
1171|F3|0x17c1b7851d411f71230524c54d12ab38fe244ad3a29af0475ab35f435ce19f1356c9707ca9281b419938f0eff68e743423b26c9c600a0f48df4f1c02347a10a9e4f0a7d4ac8c49528d4942b4e9f59c3fb35dc81c1a618f81f0122101ddf818c8ce2b69497e6924119f77b725748f3acafdc17536c|1125|43.9
1173|F3|0x153ea96dad5774dc0c2ddfd27a0fce2843d7c3215ac7eb6978d2dc2dced949a40e6f4025f7cdbaaab4f14d5efc28e6d2a5ba9e6e105d3b0b20f7963d23dc76542051c08c1653c8490e2ae24bec7cd9c661297c10e4946f26d35ecb7255e5eb1c7c7c80e2d3ec553f0593546d761ba592ef636725a|296|8.8
1175|F3|0x81b005e0e3ed5c7ca46235c141425e5d85f913e03913da291e0b29a64f02be8f643099698bbb94825bad4fddf03b3b90356663c38371d1b945b55fe119c5f66712ac0dedd4c910a7e3bce2ce9de5fedc7d6807ea43ba68133e45d5753894f7e3f0e25a7f902470b525370a0e43fc9e699ca3efb4a|2127|74.1
1177|F3^11|0x1cac3628a5372d2f35da23a8b713f1dd016dce129d39c79432a7bbe00804e77c71e092bb4903959ed02f0c1ec7298c756691d71c15892e515a4d91ceb26bb968e5d5abec0d6c9f02dfe04532bd438cd1f7a232e8990a478688a268dd3608718574661984ddf42958b485dafe1a8d16fbcac499dd8c43f3c8c22623fd4fa89b238a0325e4da438c0666fc97f963021037a4a5ab0d4492196ea940aaf958d69da4da8e7b5ad8e860e3eb6e9c7d7fc10033f5d4a21062722408583fcd82c5ce92876166d3927e6cc6fb3e09f8704e4e5bdafdccf6cbea15a1863f805f9d0eaf13e1d8e2fe90d745173bb3558ebdf1d603b5a6df87208b266339f87f322c0c0b80c382c4dfad1be4e150842a9641665fb96d49f00e20a732d6f77cfcac44e6ba91f16ab14020b67397aa18e2901debec9fe1dae430ce185ec6db305343460031096179eb0faec7a49b5aa46d0a1b071aaf3fa51e0c114ae8ba09693080fdaadfe7e1f763ebbf4b2c703925c87f51c1894ad3fa874908e1cf18cea808e41b23a9e18d5f46be06815e19995373d76de9dbf0c4f64c3fd8279c7f3434009d6fd6ad9e9cc6f2dc3e752e5bce928c35e88309cf3555086292117cb413632e2f6aba734c8aa46f8af3f25ad21c8cbb2e92c91cdef82a12a7e941cf6bd025eef0bbb1d550791fd952b8a0a3aecd4174d1d78eef2a93093041e0b5c26cda5fe7df747462625c57c2c66463246ec4c19510e32eeb8c23a1c202bfa31045f8d499f47856d84eb419b390bb2c0856d5385f32c1b0ab192e8bd5da5c940db44094a084c3ab4517e65ef23b5b39105199dc7b3390427b21b0edd2cf2d7c7f3d30bd56ff628079dce67b597e63ff5e5a339b25fa936b0d4ef35b8d05a82f1f32e6b6ad6bd4367793634b9a38e0043bddaf1568dca9a63772edb6e008826c77ebf238eb546635fa17550f7264e5921dc01e53129bc309c89a221ede0075c27340f7651939ed3ef1e40fd3d7816b94f1f3ff5dbc264c032a94fa34a7016af8cf8604b9b2ab454c4c7e28ac1fe7470fc7329cb3c7f2e4b0b539b6f345fe3d237dae481de0403d018cb9d551cfeb0dad9e6918a7897a6dab9d810a3b854c881170aa9a15d399e4a95e774edc3c666eb4177927482cd9a2cfbe1b48b96fadda1165e3b52aaa90ed67d19aeec18d8da4d025f2c2938d684fe78cc4af8416749ebe040a858544d97a831060ed708810d51043777ff907964027340453558ae0fcb12230bef8163021ae6d706aa2ac6c938291d1d497c8f9f34204d09da7f3463f0ccd506e981cd234a5fd4e43221e0fbdf389b14e09ef140911f7aba153672e1a00b5f26c377743ec442881498ea0dad4760c9d1bbce3a74b6cb6311271673e4faaca8742cdcab4df6b83411cd6f73b143e996c3516d7654c7de5a83f6ed6e339cd22b0113b55faa62db27da69c626c9d06991b6fb60fea14f13a28f0e9ca929af8da695dea8a4d4c04101de19c5b6fa56ad31574a7e867ae1bf59896b2896fcbc504b4c042e98160432727cacfe97f1066d130caff71a7196912de5dc425bff7551979d1073aec5667f5f60799fb81bba9d73537273a5d42a200bfdf8b5ea9be6be74e54ff903bec4d0b903d1deb2cf58ec4233e29eed42cb14781354fff2faa393b4d0ec57f5a6c7f365939f28fb3ac45c2b34fe84f38edc81249323f4904e789892b5ea6215c8e1e630b5f7680ace4ac1f0e7eb66e1f63550639d5a32ec8ffffd2b3fbccbc0d230922c26b0432641ad5fbafae5c157f4fda38d380682e73e3f373cab03fb723b90b4343b220cad61b|545|1365.6
1179|F3|0x7f5d14a70fde5120a44dd93211fbffbc0caadeea2b0a0ccd484f85541555ad293defba724ace4c08bbe9fe6646b6e6495733b9b72d593be566b2550fd89504d7b470b85c810efcfdf4780dfe2f1eabddeeee96fdf3c104be39b6bc9f3f23757d0dc0d9183782922dfac79739afc29b39df9ab5e9c0|344|11.3
1181|F3|0x171a49328019c6b3b0ca95b38f30255d3f4608c96cd40f4bd38e6db673f6b43d2c82a3653051bfb3c6198adf12d85989839d9eb20f39f3e39768f945bf16b77b24735f8d5db754085081e70148edc242695854de0867376eb545104612ec84ae7432572c6f3d814af7ac388dc5a90553c217afd0618|20|0.6
1183|F3|0x3b8c015c6ea0ce72c93e8535c20923046c93e46b763adcc4bba0caaf6d7df84f9908cef61ee652c09ed62887e16de80c99f22be0fd4ed53ca4d37ca01a9d2203db6032733d9813a9ed3873bf3904e264527b92f6cce660c4e87d3b49db9760741ccad1dc28010c4c4bc8b027612a192eb328c84d044|4331|184.8
1185|F3|0x9fa78424c58230a8bdbf56ab87d3778d2cc44f716511988cddd4a26d83bcfbf096e6e6fb48e5dee852932f9c53589b37473fa0f2d00f388be63b7ac256eacb4d74400a68f4c59641365108562fa20c480e969cabba39235284921f367ed0e3b31f79f9b60aa9ec36fbca1fe10606f3fd746008f39c4|797|19.9
1187|F3|0xdcceb2acfa37d83d42c65c7cf5e371f51ec0c28eb3dc240e153763ba6feaeb01f24c23005a37e227cb2b11b2afdb177f63b2368fed1b2897aed823997c8e279584499503cb6929decca3835cc5f26f3b53953d7fe8fc3599d7cbc39622b83d319238746dee72344d00680df751ebdcffbee0a0a770b|296|13.1
1189|F3|0x1877a185715a6aa7e8bdf29510987193948f0775c8a57263e293d3f24bd720d28e0fbc5743de52f3808d15dc3c03be13ac6051b91512bf9f818149f5e4c9c7fb7c43e384ffa9acb46375be56ce42ffc824b4e07507cd28af78cf3a9e972fe2e32a58f544d26b930df8f459c7c7c42eb146c793be864c|13|1.3
1191|F3|0x10d38fc0cbea634cf0dea49af256c8b66f5467c8e653b05a05c91f1f52b99d2ff8b55fbf84f44c01a456db5dfd9952a49f518dc33ac377d51f05b2c144f93be99ede415a39e06c7af10c726d5bba6da2bcbcd38d3105fed8ef235a0b74f200e389f8ca9001ab994b26e4ef64bd4df76e0d9ceffb7d289|243|6.1
1193|F3|0x2be524de302e9f5ec9f02cac906f1318db9fa90bd876089b3e6beea12fdaeef045fa89a36fef8b6a6a7d0260426bba559b86e03f680fc5bc248df6b4330eeddefbc40aaf14be8a756d3c3109a93a43f8710f932d3ea8cb78081af6b13f87be82a36f177486b79f2a64fbf32900fbb1224adb9c95111fe|232|6.9
1195|F3|0x2552c1f81561a89d86b27359976255dedc9d09945f266cd712178808a0ae68f29efc82117c9464f49147f30a7d295aa23903413486d5a6e9da8abf4eab9eda1c6a89226d2c1ca6cbef7573e395bb3d19c6780bc752461b05cb0ce1a281a617c5cf89df571e5fe74eaca1bfe17eba430b3b05f96253f1a|1054|34.1
1197|F3|0x1917ff5fb142e2da23347a9a2e1930f486bd6b107244ca8f6b73548897417d7c325510386a90988fc68e7ebc2093b8207aa980be9b09bb8834583036f576bea17891c52dcb1da82b7a53a83d3f53265e53fbd733d6dc8b6a997a4f210a84c034da283c46f0e465e1955b95c5f7442f4c87b6dc16460fb|349|19.1
1199|F3^11|0xb612349d627898e709036cbd0ebb6a4c7e93b4911227745da701f2bf67326c0e2797b8a4f237784c4c3c34c044b8ee76ca413731bf19ab0ba43f61b2a539d2ad35c2bfc1de34f11eefe782ca5a8a5d7f5cff73c0ae8bd85c764eb8ca48fd3a3e0f60e60631d71fd81b4c6e3c2735c379a3535f4099d26970354c92a5ec114d9955db498264374f97d99b35bca50c12a23fcbe02d6029e7598fe6edca7eca74cc539ff1926343b3a24adc1e8cd07a4712d8aefb6c85143d42dd4cb649022d9b713df171dc240d6df874862d5015e9095647680befe930950455db9b2206be1d792fa38fadcb2b557e6e5972a68b48b505b838a713719304858ad2264320e02a676a8d734941c3f028ead141519def2ed6d19ac86b91836dab807b5e2f260138e9cc8ef4bc3abe5625e786c9ad9d42e9ed1c1817e3646def4c3f8deb2a3e96b28ed9954bad49ec3c6ebe80c237e734c497d071023c484fd33ae16a0417d3a2634011d38997b6fcf4dcb98e5fd39b9226070048bdce8c0b6a32b01a95b2e5c0f67fd6a2c988f4381fe693e9575dc82814734bec7eacee1d801cc1e660c4ac9e4c1def17380c42489b00672c419c44f7f7507d172c1d330e04e9b25d4b7480d84ee9666a785dcf5a8c84ddfa15419f84eb3d578c6972c71ab02cece75c46a9071ef8ad36ec3bc54632046b12d48522dc8a3bff93df5f9b4dfb8a349ff813350da72d5d9767483007f6980fbd64048fa6297230a5d3a6ca4abecf1fbb3938af3e4caf790300167c133c03f96956dad410c8a7db66297f90fe551ecf31a319f724e3b438c3e01c314529cbb4c525cd5ce48f934cc1344b48cdeb5788e47f1c15a84f0c8af6178230627d0254f10db7b935de8883c0353a65c6c4c28e8e73306d137f53f18ac3a51fd1da09098fd98e3b0678edbb53096b06535aaedb2a7595fff197498f2d5049991708b2bf1bd972cdff84437abaea2e22ef7e2dfbce09255ae8e02d38277363f13509906fd9085351310c09599bf540ac30b22ee95f2fb60d701a53090a679532236e3261de8b31d09fa0c990b40236612e633c3f8138aed68839922cb23eba668c36dc5cd79f65c2788f21b8f88b3d7167254483be9815f2893be290245511be1bd6c72508d2402030272cf70af4c8a18063bdfd1bfcdfd29463203b2d5ee32e99347f43f5838d6b4d54b3da5ca9a8b8dec38ee0cfa37876727f74a6b96e5efdbf250de3b89213f5f33afe6932da2ad45ecbe7a0189a10898f7e79dd731c81afb29f3b542e1acbe576a6957b5c6cb0c61cc6733c37b647904dec9e3ae5e1c3de432855e135192318db4c2e054106bd77ab822cfa41a96d1e5fee46aa88acbdb3d96557bede8cf3af6ca9ff2c18f41a1245b5731f15acdc6d3560b8e149e643aa265b7d979f676fd9a2cbb929ea2856b9e28f84ee1f2c64b371c793392d413e90a9e7faee9cb0aca3af9525aba684371acf71d92877c367e960a73a6a264a5d62c2dcd2cd4b97525ef1604f165cf68e0f35648ffcea8069d8b8bf4752ae55aef22003684da066c98752841534af4b697753cfb52f53d82767dbe062ad4fbdb3b30cf2551239a9c8d786ca9cc18833b77834f71e6462d549b6688d926839896082165464e0a4e611eb0475d3e54baf6c91682d5a93f06d3b2bdf8f3f0165af0d5ad773f1099491fe81b7726d602214c8b414d62a134a8c9fa2df0c0c63a251b7f40f2d933dc0fab5576170247cba43a3c4b15c236d93b05dc708b9c92a337ea685fff9ae1261a8f7a49b0aa16269ee43dadd0d7e2ef45bd7b10b3a7c87ac0deddf6cad33f1a7dfb7251021f73023700a11569ba4b5a11a5|830|2274.8
1201|F3|0xf0806babda271485f43173e0a741d3a27a91b26b4819cc9abccbf5dfe0f95f2a6052c3481c0bea5620c4e50ad956c74559ea2a40ded095c078e88e0f84afb75b955ef7b459b4e977a5e1663e282f9a8e309115a5ec5af9e65487b0c6f0912e495554bdc1728f8d095d59c7d2dec5b18a518759f5570544|392|11.9
1203|F3|0x12b985b378559af977f897841d24dc8d116ae3a87433ab78d2fccbd6bd0223273336d37eb5efb8122ea3df10bd0e1314de9e6ec8c140022ce7ba3f524a297bff68b40f192e9a605bb66087753d9977fa2756d63f63b7d464416d3d6b5647dbc1c73d43e67e0242d01b637918b63465ecdede364a705585|4063|101.4
1205|F3|0xb211e21c03135d218444cfcedb9c62c4ef85cdb3fff48f3c652fe3e184297151d89c615646de80213836d3d932eaf2ca3ab7da0f2162621d53bbb1b90d4a6cdacaad0acfd9e60db6d808e34391779b9b752227471a0a585bf302d770579a05815d769aadaf37650191df4dce03eb73edcd37c790327ec3d|149|1.9
1207|F3|0x18eb2030f26f672e36be31c64757e61c5405ecc5f52ef5d68ef688e7fc63e502d14527c286d7b21724ea3ad1c325a1f5442e6eb02a7eef94bc8d095d6cb8c3ea4b177975f3522af9742fbacf9ac6e95ee12bfaf4d830f77c9c5aead20a20a339f20a139ce0743191e63a630f3d460a887467d3d5fc905f69|1151|33.4
1209|F3|0x5626ab22b006f614e74aca247cf080deb0654c24c123f0462c7e58d9088d5aa3687f61e2098e7e1b575b3bdebd3cd5c47cd696a9f440c2053c6acb05d17f71d6a0724c5726a72ac49ff1fa46557f705f15a7e09dcadae8b32ecf07d3932171a69edd85a9e70a28f5b50cac8ebc5528ca27a610885cd7f235|142|3.5
1211|F3|0x1106ba0ddba47a7401a6cc1e11046d67033d2c1dd92a3d19bb7c8e4bec3bf109518f5afd3cea505c64da3fefefbc2010e07cd171bba75737d695a0c9584b4c3cc6adffe1bd0973a4ae9d8e53b060272726a7e1e43a08ab5da85dfe9e8b9d3bca0b1f70ec1f2e4ac8e8b53b747923ba98ded848ae559dc5447|851|34.3
1213|F3|0x24add0cb2c414497b5790be454a751e8005c0683da7839c372a3e7777b1fa7464e5661557df5ae431987fb454601fd4e8f128060901a8f24846a81fd63872e9293ffc5bfdac58bebab1647202a14625b20b94e010e3b8f4c62c61f42576a1b8b0ca4fa31418013f8233e98fb5ba2592eebeab1f031e250aef|809|28.9
1215|F3|0x64fdf32baec2ab5f3a58033f8590d4f278f776114cf4aab640f9b32733d813041d80235d2eb29137ca373167793950c2cfb78b925923d91dbcaf00cc2153725d7b2411bb2f699db626338f08d842b68ed45a2c8d07580453397c3474de10018e6cf95eccc5c397f38a89387401e2b8ac80bda598814e1ef14|827|42.2
1217|F3|0xadd3fb41e9558248dfb7780e16782a774ee68c70bb7e38c4c5bf7be4ad3c94200b3d68e2c6f6308c27084ba9d7c1d2011a1cba3fb245c79b2672087c9787a9dc5404f866444debe21f8b1d66f617ba45420ebb81e6707f885e2600b4418781e6de6a85ac0ea6e759ce90c47ff8fc1887725cac9b3450129b9|1085|37.0
1219|F3|0x43cceac606ae295e65071722034f22e395d9b4d3f18e9c4e90e5bdcea923a8b81ca4aa032f91157c7e537baaa00506637bd47dde6ee9ee1c9164858946a2219215a19ab9d1155e95db7531ea81b294a176c190d1dae7ebf4bb9bcf33cd1b73e05d7c9ea6be66dc177df62b0dc7183cb54a57d94cc9bda94709|644|16.8
1223|F3|0x12dc3bc870a29e624de35adb3260ceaf6631e330874c7101b6fbe2c82b4c22becfcbdf58c376781ddff60e5231788a4bf18b775a3ebd6aa9958bf855d087a33611df25f59099fb004f2d071b66f5b77518cf09cf0d11bdf4a7ee8e5be3315c555dedd7e041accb911b1258d46c6c6c165feb4b17008ffc9ca77|417|15.2
1225|F3|0x6694cc3b3f9ad85efa0e60c739aa1a6ee0ae914f34055fef3642f026ce1ee9efc6650581549db84b94b527e002b28a030f8f4a98ecbc2e97d23f9ee1b42418217ff5bd40c8f2b44e23923b152e6d3d2a8be1e6015ff9a8f25c7511cea124f6044a9b1174f7c98e3be26631f6759b2ef51ec441000f97c60adb8|68|2.2
1227|F3|0x210a25eeba7d3a9756376cc3bdd1a115f481f4dcd28bd50e6bfe3b4aaaa5f5fc9fe0482d51ebef2af8ee7183806ce6775326d9ff516a903c3c3bbdceca8dc7af9d8051fbe85ee6f74f1b755c7067ae4c1a67759ddf571533f81c00c5d98e0530284c273633db1141b6232764e6523ea6540b01ecc7f5ed858eaf|1652|56.2
1229|F3|0x5121d9732bd79a2d224d1f5ffe0b9fab59de8fe14cba0364617aabf521294d8329433c3465e9eccf11c316fde4aae23bf5c32de9a1cfe7e0092b040ddb5553f06e050e22bc5b14f3f66ba11e74e1c3a3778397ee6e06a93d3dea7ccb5d1da2fa0dfc39c04d94191edc1afefcb3df415c3342d6bc85b54844e147|465|16.6
1231|F3|0xef265652ddfa971a167e57b06dd379bb0252ef2ac843cfc862a32c500625203b77f68e3bad70c3afd80ffe072f1fa0cb030abde038d071083c0df1172cae6f9788d97c94c76749331f1eb533e113c1b68d30b655884270bf09c2373891d59ee877e811128491f615a7b70e8b58490f6d717e5fe59c27b2a57dd4|1786|60.5
1233|F3|0x3219126de0d6bf4465502467ce915bf7388b7ec5018068d4fc16b8ff9ff191aafb2d40a51857d2358e6322e9f43edefc17fe47a2684d1e9e2ed5135bb5540beb8e9eaac7bfc2fc38961803abf359b63ba468c6847fd43a14235a58d6e310f634a676eaa63ed180eeed3fb07eb5e7ad6c5077fe66b1c6349eff777|1825|55.4
1235|F3|0x710b77666c689ba1d18a7e2662188549c7a99808630db4cc5e1a6e5c679d036868bc27db5b243bbe835d10238872d76a0a39735478c89b0e54415bc57d4938acd959dafd42ffff700e351c7e7f3db44592ed4b0de4497c1c3d09c2bccaa0c9051abbe2cdacd13216af52dd11b520a4094502718f6b927ac733686|1062|36.7
1237|F3|0x4827ce569cf2fde760c57ad01cca794caa96ca1e5cb3939353463e3b70f8bfa5353f5a00c1bddb3cb3ff4c2b379ad0606b216cdffdce16b807e16308294863df711cc9ffcbaa2a3bacc08dee11580865273c6204680090081f02bdf5cada61561be2b69d7313a3530ed4023d40f74f9a50fb8ed339521e66b9949|2632|80.5
1239|F3|0x6fd1355fa21019eb59e036ddff1f5534f6ddadd7a53caeea0045f41b72daf9512a7ceede89428be1e916e245983eb8393b2b9cd9dcd434723e9182ab0994ba750c288e1f701ac78df431fb9b693a8c2554e5d026d87f6f92f2165f9482054dd48ec4c171828ca37677f5a4abf59321d945fb010e90fd4df12e3eb|636|22.2
1241|F3|0x7b072be36c61653f6df3edba0426291da2f56a160a18a35ddfd49cb0a668b71f27e5d551c3670b84bf3edfd82ca736424ac4d423420207e3dda2cbe87c2af838cbf26f9a0832de852470408a022a371eecb7e51b537c670e697f1a83a0d322abed05513c2998a32bc60096c3b0f2f34f0bcff4e7978643ba601711|474|16.1
1245|F3|0xa0925cc33701eb4f2c757e67aefc080ceb60fff4b87e6d502584f7a1eda38c03360205d2423072a2040b1956d5a00a288923570a122d74f755f28e36b4d8ab4887861010b3f5c42b839dd0362a888b17f7ed6a72ecbbe8c6cdbc82838b4ab27708c58a77e98950480adabc88d965d17db8a40729dff1838972b3c12|1621|53.4
1247|F3|0xd5f72fe397b09d22b3174620dc2f424b183e63f27cacde5439c18717426123d1600d74fa4c6709a542e45491c1ce1d9e0f2899a52d836823836d41bd6b50a19f57b7abb64c11b94f27ec0b655d11ba9e6a66bd6cbea13575f41966a8182afd687f302467149da63fa675037c44939fe5c430eaf411018fda828262b|92|2.5
1249|F3|0x5ee9389f0e2825237472dbbe6fe25868bc4a8a36f29330b1422191ee7287bc6064712e206e20402cb3290ea1a0bd702c206e518233d8b9005d2078b789c85026306f8d174b13b628ba180df0fc0b23efe9baac73c0d51e911d996be6139d51cd0cb7ad6635e4601431327e5c84e19f1c6aa3bfbc4657b1ccd60b5828|381|11.9
1251|F3|0xd9b33d8a6e498a2114997bd3e0d1c3cc7f38c0741a87bed04eca4c6a8ec5a231cc8db04fcd2a05c9811314e7d23892ba34d9df7a3e47ee2ea40c7228d3b5df269353465b9b03d71a9324a6b0abbdd78dbee41a009f8db02e4a1116f8a67e85d1412c22d2965f2145227874376a83cc8c07b868b5b8eb31ecd87d4cda|1132|48.2
1253|F3|0x1b1cd905bdd5fc13108ee6e505db13aeccd048fe746055ba8425fbd7c33e4d9272882ea9d7e0259794e0fe683fb596ba11fc6fd876a9388ea0541a12208475e5db89243a1f11d28ce57871e42fdd46dc1ba4dda463890914d8c5d701af9481d6238d0450c9cf5465bc8de47021912258f1b9bce57088107df72ad68ca|2764|108.7
1255|F3|0x7c132d6feed2bf8e8300c14019898f1278c34eb8949c1bee0cd53b6d4bfd56c5d32b466ac810f27bd9dc135992406ba9baad6bb0da9369c3bc4c06fe5a39abd1adf869c584cb2e7b6af8065e9443f6996e667958dc6357ee11fd61480840432ad560948d9269c3945fb5de2c906df13898b05266ef727a8e6cb8cfb65|1725|77.1
1257|F3|0xa8873b770ede0090bb498f9a8e42efff255ed093f4b338d70530192039308752c7fc3e9883705f654cb3ecf960b14aa69f410dd1d674202a59519b317897c8ec2d4f55688e1bb24c2ee41879cff50399acb0ba029284d3af7e35fe0e3eaf818371626fb9eec127653f4fdeb9d4df81b4b3b77dbf1d0f076f410dd9c3d|1185|59.7
1259|F3|0x5292a22d4e9eb73840c07f13107c9d601a290731a83767fd3dbbc8a3d154f29888faf535aa9be3b83b08f8a70287687ae650899ce76779dc019538950464e113afe2a1bc5b54c5aa28c06a6ae3456c38fdec11fdeb66f5dbf0f8332bc4353512be4e21b22c465e737bbfbb6a0cc3cc8c213958db8f082a275e0fb271a9|632|24.1
1261|F3|0x66fd59ffa3a2989db3eca515605725915049db13cd26fcf372228f6fc7dfd639a97a0cb982245cca4cba8d65f624072e734d6ae19498a682e5e3d42125a21b22324826d3baa7997c2f7b518410c9301d1ea049d606541e6ad8ccde72d8ad4ce47aaae149b0decd3d0a3b2d90f46981b2d4706efa1102129d92d1185fc3|145|4.6
1263|F3|0x1608f8e182cc8cd519fbf6b2676b7bd11de12f1099a7fcd98fc226e653a541ace2207632577df1159ec858838264d9afdf84a5640a8d05a08c496a00bbf464b686554436a2c631022e456ce8869ec32da63ba3ac571eb722f63f4c5d2a2fd27ba61dee994a1ba47f7420c1cdb3d376aa47f3bf1d7d5ed278b6f8e2ab7c4|228|7.6
